FlightId,Ordinal,Latitude,Longitude,Altitude,Airspeed
308668387,2,33.94199999979077,-118.40800000696112,17990,250
308668389,1,34.09959331611157,-116.35568066953934,32000,600
308668389,2,33.94199999979077,-118.40800000696112,17990,250
308668391,1,34.123195085709085,-116.29985951585613,32000,600
308668391,2,33.94199999979077,-118.40800000696112,17990,250
308668408,1,38.54053638829797,-76.78592985812469,32000,600
308668408,2,39.572419714330145,-75.46914188939058,32000,600
308668408,3,40.776999997825136,-73.87300000056229,17990,250
308668472,1,29.906869278997068,-82.43336707240604,32000,600
308668472,2,28.428999999920975,-81.30900000056187,17990,250
308668523,1,35.04199999966981,-89.9769999993706,17990,250
308668540,1,27.413703638456617,-81.11350811089397,32000,600
308668540,2,25.795000000040023,-80.28999999977475,17990,250
308668603,1,44.882000002591084,-93.22199999992876,17990,250
308668604,1,43.49115365863575,-91.92220112137556,32000,600
308668604,2,44.882000002591084,-93.22199999992876,17990,250
308668609,1,31.10768739018046,-88.66059352894933,32000,600
308668609,2,29.99300000007956,-90.25800000011913,17990,250
308668611,1,29.99300000007956,-90.25800000011913,17990,250
308668639,1,35.12357304592351,-95.48368498946314,32000,600
308668639,2,35.39299999958537,-97.60099999959152,17990,250
308668651,1,40.47048068982701,-86.85916709116879,32000,600
308668651,2,41.982000003935475,-87.90700000077908,17990,250
308668684,1,28.07979925488912,-81.33397295063662,32000,600
308668684,2,26.68299999975988,-80.09600000019088,17990,250
308668689,1,26.68299999975988,-80.09600000019088,17990,250
308668695,1,45.58900000228054,-122.5969999998652,17990,250
308668704,1,38.752103886793584,-76.93078628876407,32000,600
308668704,2,39.871999999324736,-75.24100000007792,17990,250
308668727,1,32.91561652577832,-110.0018352009877,32000,600
308668727,2,33.43399999957423,-112.01200000064867,17990,250
308668732,1,34.522374689852555,-105.59453059862832,32000,600
308668732,2,33.813917344890704,-109.95010308502066,32000,600
308668732,3,33.43399999957423,-112.01200000064867,17990,250
308668781,1,34.98697424539356,-80.63376085145603,32000,600
308668781,2,35.877999999733504,-78.78699999950379,17990,250
308668808,1,28.167721452234243,-82.54869149388253,32000,600
308668808,2,26.535999999706846,-81.7549999998767,17990,250
308668811,1,31.930129238349952,-113.11140071578274,32000,600
308668811,2,32.34637361180858,-115.14944405026233,32000,600
308668811,3,32.734000000119806,-117.18999999377232,17990,250
308668851,1,46.89591741777664,-120.0442919224898,32000,600
308668851,2,47.44999999888365,-122.3120000040642,17990,250
308668854,1,47.32221549666243,-119.90405924582788,32000,600
308668854,2,47.44999999888365,-122.3120000040642,17990,250
308668859,1,37.94673238564041,-116.40473962558434,32000,600
308668859,2,37.76327424665994,-120.19136155156284,32000,600
308668859,3,37.61900000089754,-122.37499999656609,17990,250
308668867,1,37.98745538327154,-120.23161115538159,32000,600
308668867,2,37.61900000089754,-122.37499999656609,17990,250
308668888,1,40.230172251247396,-109.85020215279172,32000,600
308668888,2,40.78799999878232,-111.97800000006211,17990,250
308668929,1,29.474370599436572,-83.61679849488132,32000,600
308668929,2,27.975000000127874,-82.5330000007134,17990,250
308668956,1,35.69983208502789,-93.8213304730046,32000,600
308668956,2,36.198000000436004,-95.88800000001913,17990,250
308672706,1,35.67222438196127,-83.02045454575102,32000,600
308672706,2,35.21399999937291,-80.9489999991572,17990,250
308672750,1,40.58160577655121,-76.41775265379209,32000,600
308672750,2,40.69299999267889,-74.1690000014749,17990,250
308672768,1,31.40384071651968,-94.11174093821393,32000,600
308672768,2,29.984000000172546,-95.34100000009067,17990,250
308672790,1,40.00787863534543,-75.8816314276308,32000,600
308672790,2,40.776999997825136,-73.87300000056229,17990,250
308672844,1,40.349118085019924,-77.39453966213136,32000,600
308672844,2,39.871999999324736,-75.24100000007792,17990,250
308672855,1,47.44999999888365,-122.3120000040642,17990,250
308674105,1,34.865274696581785,-82.91096367947057,32000,600
308674105,2,33.637000000105914,-84.42800000054888,17990,250
308674111,1,34.809585751635055,-82.8480636281447,32000,600
308674111,2,33.637000000105914,-84.42800000054888,17990,250
308674114,1,34.85614961053593,-82.90027012851402,32000,600
308674114,2,33.637000000105914,-84.42800000054888,17990,250
308674162,1,41.92786269265212,-79.68713327088301,32000,600
308674162,2,41.40899999906607,-81.85500000003549,17990,250
308674165,1,35.21399999937291,-80.9489999991572,17990,250
308674178,1,39.277802886944706,-82.46585766751872,32000,600
308674178,2,39.04899999941977,-84.66799999964826,17990,250
308674196,1,39.95942211074469,-75.33355051794456,32000,600
308674196,2,38.85200000056298,-77.0379999992274,17990,250
308674217,1,33.71609183140277,-95.1741122872354,32000,600
308674217,2,32.89700000057132,-97.03800000055594,17990,250
308674219,1,33.67217839494841,-95.14775460757863,32000,600
308674219,2,32.89700000057132,-97.03800000055594,17990,250
308674223,1,33.76848117623915,-95.20806334409895,32000,600
308674223,2,32.89700000057132,-97.03800000055594,17990,250
308674277,1,30.902420224980492,-93.58471465293928,32000,600
308674277,2,29.984000000172546,-95.34100000009067,17990,250
308674305,1,34.70660342313734,-116.4953210348153,32000,600
308674305,2,33.94199999979077,-118.40800000696112,17990,250
308674361,1,29.953754189475873,-80.26987529853591,32000,600
308674361,2,28.428999999920975,-81.30900000056187,17990,250
308674367,1,42.026221498135776,-85.4931661320054,32000,600
308674367,2,41.78600000703066,-87.75199999919283,17990,250
308674373,1,27.491937117521463,-79.69525054048779,32000,600
308674373,2,25.795000000040023,-80.28999999977475,17990,250
308674377,1,42.94700000507588,-87.89699999980871,17990,250
308674402,1,41.982000003935475,-87.90700000077908,17990,250
308674412,1,42.26463663302644,-85.65226954974423,32000,600
308674412,2,41.982000003935475,-87.90700000077908,17990,250
308674417,1,42.51374748123645,-85.7330626833168,32000,600
308674417,2,41.982000003935475,-87.90700000077908,17990,250
308674448,1,39.871999999324736,-75.24100000007792,17990,250
308674454,1,34.13756644511754,-110.07401114983932,32000,600
308674454,2,33.43399999957423,-112.01200000064867,17990,250
308674505,1,38.03818016841905,-120.24610192586653,32000,600
308674505,2,37.61900000089754,-122.37499999656609,17990,250
308674513,1,37.82647661796755,-120.1988687982587,32000,600
308674513,2,37.61900000089754,-122.37499999656609,17990,250
308674515,1,37.77800694628496,-120.19284667161111,32000,600
308674515,2,37.61900000089754,-122.37499999656609,17990,250
308675878,1,34.615033263624184,-116.76294085716245,32000,600
308675878,2,39.09554683581365,-106.66806114380802,32000,600
308675878,3,39.8620000003618,-104.6730000003783,17990,250
308675918,1,43.9229165702592,-122.49270102665366,32000,600
308675918,2,45.58900000228054,-122.5969999998652,17990,250
308675921,1,33.43399999957423,-112.01200000064867,17990,250
308675933,1,45.839593257930865,-121.82448433279023,32000,600
308675933,2,47.44999999888365,-122.3120000040642,17990,250
308675940,1,36.40396309128329,-120.8174598767082,32000,600
308675940,2,37.61900000089754,-122.37499999656609,17990,250
308675942,1,37.36299999862973,-121.92900000470712,17990,250
308676030,1,34.83914075463186,-82.8807513087383,32000,600
308676030,2,33.637000000105914,-84.42800000054888,17990,250
308676094,1,36.61911623973017,-79.66966197217107,32000,600
308676094,2,35.21399999937291,-80.9489999991572,17990,250
308676112,1,38.91724862035908,-82.4564620027511,32000,600
308676112,2,39.04899999941977,-84.66799999964826,17990,250
308676128,1,33.64739031891962,-95.1336886287313,32000,600
308676128,2,32.89700000057132,-97.03800000055594,17990,250
308676138,1,41.185366184478205,-81.53789739877226,32000,600
308676138,2,42.212000000104005,-83.35300000059857,17990,250
308676153,1,27.813140683529674,-79.7438641997631,32000,600
308676153,2,26.072999999960754,-80.1530000001286,17990,250
308676168,1,29.984000000172546,-95.34100000009067,17990,250
308676193,1,34.90162735030694,-115.98153596230136,32000,600
308676193,2,34.70367055176694,-116.49362920515426,32000,600
308676193,3,33.94199999979077,-118.40800000696112,17990,250
308676322,1,38.84569918752936,-88.15935739082875,32000,600
308676322,2,38.74899999987132,-90.37000000077046,17990,250
308680233,1,42.438743347977415,-90.11105067914474,32000,600
308680233,2,41.982000003935475,-87.90700000077908,17990,250
308680892,1,36.8052494942888,-81.8350000231859,32000,600
308680892,2,35.21399999937291,-80.9489999991572,17990,250
308680907,1,40.21786442722571,-102.48119456009476,32000,600
308680907,2,39.8620000003618,-104.6730000003783,17990,250
308680912,1,33.975614206368185,-95.37242688477,32000,600
308680912,2,32.89700000057132,-97.03800000055594,17990,250
308681197,1,34.72212354839302,-82.75967201372566,32000,600
308681197,2,33.637000000105914,-84.42800000054888,17990,250
308681251,1,41.10419375260776,-72.53674814410846,32000,600
308681251,2,42.36300000383182,-71.0059999900289,17990,250
308681371,1,39.21454114037156,-102.60729878876703,32000,600
308681371,2,39.8620000003618,-104.6730000003783,17990,250
308681381,1,33.23961069410067,-94.97671575687474,32000,600
308681381,2,32.89700000057132,-97.03800000055594,17990,250
308681483,1,30.41824293002832,-93.43722773616389,32000,600
308681483,2,29.64499999925312,-95.27900000005832,17990,250
308681509,1,30.839601510622547,-93.54298855488787,32000,600
308681509,2,29.984000000172546,-95.34100000009067,17990,250
308681531,1,38.237533308521236,-85.15614134468814,32000,600
308681531,2,39.716999999312335,-86.29500000009608,17990,250
308681556,1,38.08844776969178,-75.04310781654306,32000,600
308681556,2,39.037618914195086,-74.58232553881328,32000,600
308681556,3,40.63999999983086,-73.77900000516661,17990,250
308681570,1,34.08521668397336,-116.2926572483754,32000,600
308681570,2,34.08501548046751,-116.29594729921223,32000,600
308681570,3,33.94199999979077,-118.40800000696112,17990,250
308681620,1,38.27366255158234,-92.93232224126729,32000,600
308681620,2,39.297999999794975,-94.71400000010141,17990,250
308681646,1,35.04199999966981,-89.9769999993706,17990,250
308681654,1,27.56150153143921,-80.51798515706707,32000,600
308681654,2,25.795000000040023,-80.28999999977475,17990,250
308681661,1,27.379291186547594,-81.19326306406498,32000,600
308681661,2,25.795000000040023,-80.28999999977475,17990,250
308681744,1,28.24300749871831,-81.0558583917632,32000,600
308681744,2,26.68299999975988,-80.09600000019088,17990,250
308681772,1,34.15150601660478,-110.08131218978258,32000,600
308681772,2,33.43399999957423,-112.01200000064867,17990,250
308681775,1,34.59119935822676,-105.40517448395417,32000,600
308681775,2,33.82628417329974,-109.95333461919313,32000,600
308681775,3,33.43399999957423,-112.01200000064867,17990,250
308682035,1,36.80853853822262,-81.82590183389868,32000,600
308682035,2,35.21399999937291,-80.9489999991572,17990,250
308682050,1,34.14111899090693,-95.54658473260679,32000,600
308682050,2,32.89700000057132,-97.03800000055594,17990,250
308682072,1,31.347263975424216,-94.02819115127772,32000,600
308682072,2,29.984000000172546,-95.34100000009067,17990,250
308682078,1,41.199180941530614,-75.91414279903637,32000,600
308682078,2,40.63999999983086,-73.77900000516661,17990,250
308682084,1,40.5920703049576,-76.11434628333478,32000,600
308682084,2,40.776999997825136,-73.87300000056229,17990,250
308682109,1,44.04057568034792,-91.19888760826461,32000,600
308682109,2,44.882000002591084,-93.22199999992876,17990,250
308682138,1,34.08028454897877,-110.04581854429887,32000,600
308682138,2,33.43399999957423,-112.01200000064867,17990,250
308682670,1,31.339075301989077,-96.66518637616917,32000,600
308682670,2,29.984000000172546,-95.34100000009067,17990,250
308682674,1,34.847812814556896,-116.0055484689345,32000,600
308682674,2,34.67414590811279,-116.47705070717623,32000,600
308682674,3,33.94199999979077,-118.40800000696112,17990,250
308682678,1,42.38320482957716,-90.1300726460421,32000,600
308682678,2,41.982000003935475,-87.90700000077908,17990,250
308684444,1,35.29154127453971,-85.13460675177191,32000,600
308684444,2,33.637000000105914,-84.42800000054888,17990,250
308684459,1,35.21399999937291,-80.9489999991572,17990,250
308684485,1,33.76820045424109,-95.20787390626998,32000,600
308684485,2,32.89700000057132,-97.03800000055594,17990,250
308684504,1,31.34003276548115,-94.01813525523795,32000,600
308684504,2,29.984000000172546,-95.34100000009067,17990,250
308684505,1,31.314471526273334,-93.98361502508459,32000,600
308684505,2,29.984000000172546,-95.34100000009067,17990,250
308684512,1,41.233895389245326,-75.89799439703529,32000,600
308684512,2,40.63999999983086,-73.77900000516661,17990,250
308684519,1,40.588138881611066,-76.1137335924206,32000,600
308684519,2,40.776999997825136,-73.87300000056229,17990,250
308684537,1,44.13565679212449,-91.12606120480984,32000,600
308684537,2,44.882000002591084,-93.22199999992876,17990,250
308684556,1,41.03890095335696,-86.0149580974392,32000,600
308684556,2,41.982000003935475,-87.90700000077908,17990,250
308684573,1,39.917996783335425,-77.47762204143277,32000,600
308684573,2,39.871999999324736,-75.24100000007792,17990,250
308685009,1,32.06495418088264,-104.31759481697469,32000,600
308685009,2,31.807000000378714,-106.37599999937513,17990,250
308685030,1,29.64499999925312,-95.27900000005832,17990,250
308685103,1,37.541271830716475,-91.94609989148,32000,600
308685103,2,38.74899999987132,-90.37000000077046,17990,250
308685329,1,34.86570015283172,-82.91146612380373,32000,600
308685329,2,33.637000000105914,-84.42800000054888,17990,250
308685343,1,36.92252550215654,-84.75146545104496,32000,600
308685343,2,36.12400000036142,-86.67800000082855,17990,250
308685430,1,39.94247521539304,-102.43787915648176,32000,600
308685430,2,39.8620000003618,-104.6730000003783,17990,250
308685438,1,32.51813888245251,-94.99217206452909,32000,600
308685438,2,32.89700000057132,-97.03800000055594,17990,250
308685441,1,33.33266277634038,-95.00106433668753,32000,600
308685441,2,32.89700000057132,-97.03800000055594,17990,250
308685449,1,41.234913323581125,-81.48915739062755,32000,600
308685449,2,42.212000000104005,-83.35300000059857,17990,250
308685468,1,27.799295626012306,-79.67571468125783,32000,600
308685468,2,26.072999999960754,-80.1530000001286,17990,250
308685496,1,30.92352852551009,-93.59965666729727,32000,600
308685496,2,29.984000000172546,-95.34100000009067,17990,250
308685501,1,39.54309044271188,-84.07470788248537,32000,600
308685501,2,39.716999999312335,-86.29500000009608,17990,250
308685572,1,36.06111218985053,-88.23135168425267,32000,600
308685572,2,35.04199999966981,-89.9769999993706,17990,250
308685605,1,31.172407733705693,-88.72418621711114,32000,600
308685605,2,29.99300000007956,-90.25800000011913,17990,250
308685614,1,41.30196847940116,-85.82100955549907,32000,600
308685614,2,41.982000003935475,-87.90700000077908,17990,250
308685653,1,34.27400024926164,-110.15331404399441,32000,600
308685653,2,33.43399999957423,-112.01200000064867,17990,250
308686185,1,34.35901800071549,-86.35954244390189,32000,600
308686185,2,33.637000000105914,-84.42800000054888,17990,250
308686188,1,34.28550275466281,-86.39651155119589,32000,600
308686188,2,33.637000000105914,-84.42800000054888,17990,250
308686193,1,34.281387622405,-86.39844073453054,32000,600
308686193,2,33.637000000105914,-84.42800000054888,17990,250
308686194,1,34.29849774068939,-86.39032340897518,32000,600
308686194,2,33.637000000105914,-84.42800000054888,17990,250
308686224,1,36.905493297576676,-88.61518379609788,32000,600
308686224,2,36.12400000036142,-86.67800000082855,17990,250
308686228,1,36.12400000036142,-86.67800000082855,17990,250
308686230,1,37.05435147763841,-88.51157934355689,32000,600
308686230,2,36.12400000036142,-86.67800000082855,17990,250
308686239,1,42.75850871030594,-73.23905781893524,32000,600
308686239,2,42.36300000383182,-71.0059999900289,17990,250
308686241,1,42.709288336752394,-73.25353619765946,32000,600
308686241,2,42.36300000383182,-71.0059999900289,17990,250
308686247,1,34.570748116939065,-116.80233804121542,32000,600
308686247,2,34.20100000133354,-118.35899999306056,17990,250
308686253,1,39.58371467859769,-78.83070365299625,32000,600
308686253,2,39.17499999967396,-76.66800000048403,17990,250
308686275,1,35.770365191765066,-82.98478796375366,32000,600
308686275,2,35.21399999937291,-80.9489999991572,17990,250
308686276,1,35.61587826262866,-83.03748281218151,32000,600
308686276,2,35.21399999937291,-80.9489999991572,17990,250
308686300,1,39.1003549769187,-86.88696631082371,32000,600
308686300,2,39.04899999941977,-84.66799999964826,17990,250
308686311,1,39.323948234005734,-79.17335358771919,32000,600
308686311,2,38.85200000056298,-77.0379999992274,17990,250
308686350,1,42.78548524646614,-85.51247527427785,32000,600
308686350,2,42.212000000104005,-83.35300000059857,17990,250
308686353,1,42.15457526726862,-85.63975519932967,32000,600
308686353,2,42.212000000104005,-83.35300000059857,17990,250
308686371,1,40.912845327363094,-76.40741201488544,32000,600
308686371,2,40.69299999267889,-74.1690000014749,17990,250
308686373,1,41.12036189949083,-76.35656152831876,32000,600
308686373,2,40.69299999267889,-74.1690000014749,17990,250
308686374,1,41.51447593073268,-76.15303132760869,32000,600
308686374,2,40.69299999267889,-74.1690000014749,17990,250
308686382,1,37.61109166844216,-118.30525952056772,32000,600
308686382,2,36.77599999910112,-119.7190000048858,17990,250
308686427,1,31.03617838432101,-96.5492174739249,32000,600
308686427,2,29.64499999925312,-95.27900000005832,17990,250
308686440,1,39.41074688891373,-79.60011193975191,32000,600
308686440,2,38.94700000063002,-77.45999999891797,17990,250
308686444,1,39.18833875095667,-79.65793380108084,32000,600
308686444,2,38.94700000063002,-77.45999999891797,17990,250
308686451,1,31.290923746078132,-96.72884814504289,32000,600
308686451,2,29.984000000172546,-95.34100000009067,17990,250
308686467,1,39.81813747392606,-88.52581158955098,32000,600
308686467,2,39.716999999312335,-86.29500000009608,17990,250
308686469,1,39.804170545853985,-88.52665970964188,32000,600
308686469,2,39.716999999312335,-86.29500000009608,17990,250
308686472,1,39.716999999312335,-86.29500000009608,17990,250
308686483,1,41.10740803364947,-75.95150847722982,32000,600
308686483,2,40.63999999983086,-73.77900000516661,17990,250
308686515,1,34.5625948430902,-116.77825594822448,32000,600
308686515,2,33.94199999979077,-118.40800000696112,17990,250
308686518,1,34.594152934053305,-116.72598554572974,32000,600
308686518,2,33.94199999979077,-118.40800000696112,17990,250
308686519,1,34.6060833639928,-116.77813461266754,32000,600
308686519,2,33.94199999979077,-118.40800000696112,17990,250
308686540,1,41.49976369063994,-75.92418514673494,32000,600
308686540,2,40.776999997825136,-73.87300000056229,17990,250
308686544,1,40.96691887443387,-76.11768714907004,32000,600
308686544,2,40.776999997825136,-73.87300000056229,17990,250
308686574,1,29.565661216786367,-82.86722943890993,32000,600
308686574,2,28.428999999920975,-81.30900000056187,17990,250
308686575,1,29.657096979422203,-82.77420959115506,32000,600
308686575,2,28.428999999920975,-81.30900000056187,17990,250
308686581,1,41.31520514894505,-89.9370189152196,32000,600
308686581,2,41.78600000703066,-87.75199999919283,17990,250
308686584,1,41.48154015241836,-89.99088519765479,32000,600
308686584,2,41.78600000703066,-87.75199999919283,17990,250
308686603,1,42.641711825771324,-90.16119324431418,32000,600
308686603,2,42.94700000507588,-87.89699999980871,17990,250
308686604,1,42.5283768038717,-90.12607433862149,32000,600
308686604,2,42.94700000507588,-87.89699999980871,17990,250
308686635,1,44.22382957574256,-95.37610850598423,32000,600
308686635,2,44.882000002591084,-93.22199999992876,17990,250
308686637,1,44.31151077022379,-95.42571334602314,32000,600
308686637,2,44.882000002591084,-93.22199999992876,17990,250
308686644,1,31.040690143803953,-91.91500327088977,32000,600
308686644,2,29.99300000007956,-90.25800000011913,17990,250
308686645,1,31.138360898707326,-91.82604902640355,32000,600
308686645,2,29.99300000007956,-90.25800000011913,17990,250
308686691,1,41.685073175756344,-90.15204410773907,32000,600
308686691,2,41.982000003935475,-87.90700000077908,17990,250
308686696,1,45.04346502775664,-120.36552833863911,32000,600
308686696,2,45.58900000228054,-122.5969999998652,17990,250
308686706,1,40.32612500274994,-77.40279167823542,32000,600
308686706,2,39.871999999324736,-75.24100000007792,17990,250
308686708,1,40.05688023009606,-77.46688890990197,32000,600
308686708,2,39.871999999324736,-75.24100000007792,17990,250
308686711,1,40.071702512581055,-77.46486567278811,32000,600
308686711,2,39.871999999324736,-75.24100000007792,17990,250
308686746,1,34.083489994591304,-115.9214048169435,32000,600
308686746,2,33.83000000055264,-116.50699999986148,17990,250
308686778,1,33.862009184311404,-115.57365849227298,32000,600
308686778,2,32.734000000119806,-117.18999999377232,17990,250
308686789,1,38.454557647303744,-87.91085878812595,32000,600
308686789,2,38.17399999992591,-85.73599999959583,17990,250
308686801,1,46.510319016800885,-120.34080311165022,32000,600
308686801,2,47.44999999888365,-122.3120000040642,17990,250
308686802,1,46.60540353493405,-120.24963639775032,32000,600
308686802,2,47.44999999888365,-122.3120000040642,17990,250
308686806,1,46.6407003452392,-120.21909137415406,32000,600
308686806,2,47.44999999888365,-122.3120000040642,17990,250
308686808,1,37.9890964680393,-120.23204801616146,32000,600
308686808,2,37.61900000089754,-122.37499999656609,17990,250
308686817,1,38.017550054507595,-120.23996111556761,32000,600
308686817,2,37.61900000089754,-122.37499999656609,17990,250
308686823,1,37.77160776208081,-120.19218189745413,32000,600
308686823,2,37.61900000089754,-122.37499999656609,17990,250
308686852,1,40.41124046190414,-109.78061363514709,32000,600
308686852,2,40.78799999878232,-111.97800000006211,17990,250
308686880,1,34.85452358626553,-116.32776678676103,32000,600
308686880,2,33.67599999900182,-117.86800000449523,17990,250
308686889,1,38.98092376915924,-92.56542658866562,32000,600
308686889,2,38.74899999987132,-90.37000000077046,17990,250
308686892,1,29.100437812698736,-84.09635087084098,32000,600
308686892,2,27.975000000127874,-82.5330000007134,17990,250
308686894,1,29.2967717280285,-83.88354057450755,32000,600
308686894,2,27.975000000127874,-82.5330000007134,17990,250
308686903,1,33.29863026333938,-109.38771875694673,32000,600
308686903,2,32.11600000074351,-110.94100000024378,17990,250
308686944,1,34.298043427876586,-104.67777920701448,32000,600
308686944,2,35.03999999969668,-106.60900000046095,17990,250
308686973,1,33.637000000105914,-84.42800000054888,17990,250
308686986,1,33.19828382727779,-86.46933989598125,32000,600
308686986,2,33.637000000105914,-84.42800000054888,17990,250
308687024,1,35.50283370039464,-88.69085873476894,32000,600
308687024,2,36.12400000036142,-86.67800000082855,17990,250
308687027,1,42.20513464027949,-73.28640518311681,32000,600
308687027,2,42.36300000383182,-71.0059999900289,17990,250
308687032,1,41.553772948685996,-73.0129203546943,32000,600
308687032,2,42.36300000383182,-71.0059999900289,17990,250
308687035,1,42.67358716187576,-73.26272923809057,32000,600
308687035,2,42.36300000383182,-71.0059999900289,17990,250
308687037,1,42.05909964981285,-73.25762430380723,32000,600
308687037,2,42.36300000383182,-71.0059999900289,17990,250
308687058,1,37.832812415786194,-78.05849615206381,32000,600
308687058,2,39.17499999967396,-76.66800000048403,17990,250
308687094,1,34.725934974564964,-83.00164383840337,32000,600
308687094,2,35.21399999937291,-80.9489999991572,17990,250
308687101,1,39.18418755944427,-84.85712737617007,32000,600
308687101,2,39.99800000020011,-82.8919999991279,17990,250
308687133,1,38.220682809438614,-86.60781314950555,32000,600
308687133,2,39.04899999941977,-84.66799999964826,17990,250
308687145,1,38.322910541335865,-79.14151429101304,32000,600
308687145,2,38.85200000056298,-77.0379999992274,17990,250
308687152,1,39.8620000003618,-104.6730000003783,17990,250
308687174,1,39.9207668645808,-94.40811432807908,32000,600
308687174,2,41.53400000279996,-93.6630000000373,17990,250
308687184,1,41.12968316225371,-85.10881944539238,32000,600
308687184,2,42.212000000104005,-83.35300000059857,17990,250
308687191,1,31.807000000378714,-106.37599999937513,17990,250
308687199,1,39.96504854008431,-76.20280666934792,32000,600
308687199,2,40.69299999267889,-74.1690000014749,17990,250
308687208,1,40.463517522021455,-76.40088879257962,32000,600
308687208,2,40.69299999267889,-74.1690000014749,17990,250
308687212,1,38.166179355253604,-117.29838496398247,32000,600
308687212,2,37.79759219221912,-117.95355206557358,32000,600
308687212,3,36.77599999910112,-119.7190000048858,17990,250
308687213,1,26.876435836840226,-81.92552832043253,32000,600
308687213,2,26.072999999960754,-80.1530000001286,17990,250
308687278,1,31.127663725269002,-96.40192034844017,32000,600
308687278,2,29.64499999925312,-95.27900000005832,17990,250
308687286,1,37.681154112924425,-78.96165130763598,32000,600
308687286,2,38.94700000063002,-77.45999999891797,17990,250
308687333,1,39.10715021603527,-74.78620591161553,32000,600
308687333,2,40.63999999983086,-73.77900000516661,17990,250
308687334,1,40.00068989944042,-75.86328468203305,32000,600
308687334,2,40.63999999983086,-73.77900000516661,17990,250
308687370,1,33.90457073398949,-116.29109227939131,32000,600
308687370,2,33.94199999979077,-118.40800000696112,17990,250
308687410,1,39.8347329909599,-75.74895621140837,32000,600
308687410,2,40.776999997825136,-73.87300000056229,17990,250
308687411,1,39.578445895026164,-75.47691748539876,32000,600
308687411,2,40.776999997825136,-73.87300000056229,17990,250
308687414,1,39.949035787757275,-75.84041963599691,32000,600
308687414,2,40.776999997825136,-73.87300000056229,17990,250
308687446,1,37.66500374130357,-95.4358346005535,32000,600
308687446,2,39.297999999794975,-94.71400000010141,17990,250
308687458,1,29.092156400187463,-83.18739577319303,32000,600
308687458,2,28.428999999920975,-81.30900000056187,17990,250
308687487,1,26.46903483164485,-82.12346984274734,32000,600
308687487,2,25.795000000040023,-80.28999999977475,17990,250
308687494,1,26.645162922113766,-82.0315135642478,32000,600
308687494,2,25.795000000040023,-80.28999999977475,17990,250
308687495,1,41.540096933118086,-89.17353017780363,32000,600
308687495,2,42.94700000507588,-87.89699999980871,17990,250
308687522,1,43.25413115450494,-93.77425849272129,32000,600
308687522,2,44.882000002591084,-93.22199999992876,17990,250
308687578,1,40.96059841171748,-89.72462261210603,32000,600
308687578,2,41.982000003935475,-87.90700000077908,17990,250
308687588,1,27.47176105730351,-81.88548038833028,32000,600
308687588,2,26.68299999975988,-80.09600000019088,17990,250
308687590,1,44.775518268325186,-120.539403810409,32000,600
308687590,2,45.58900000228054,-122.5969999998652,17990,250
308687596,1,38.753561559079905,-76.93240589918554,32000,600
308687596,2,39.871999999324736,-75.24100000007792,17990,250
